-2.7058232146383049e+06  0.0000000000000000e+00
-2.7358183549072882e+06  0.0000000000000000e+00
-2.7358146942007970e+06  0.0000000000000000e+00
-2.7358146942265728e+06  0.0000000000000000e+00
-2.7358110359155391e+06  0.0000000000000000e+00
-2.7058232146388260e+06  0.0000000000000000e+00
-2.7058217225917191e+06  0.0000000000000000e+00
-2.7058247686256268e+06  0.0000000000000000e+00
-1.2753224710118140e+06  0.0000000000000000e+00
-1.2753256203466430e+06  0.0000000000000000e+00
-1.2753256197287780e+06  0.0000000000000000e+00
-1.2753285982399322e+06  0.0000000000000000e+00
-1.2698059189150846e+06  0.0000000000000000e+00
-1.2698086011018108e+06  0.0000000000000000e+00
-1.2698059189184962e+06  0.0000000000000000e+00
-1.2698034191296177e+06  0.0000000000000000e+00
-1.1877602261930555e+06  0.0000000000000000e+00
-1.1877555507730360e+06  0.0000000000000000e+00
-1.1877555513353511e+06  0.0000000000000000e+00
-1.1877511831594934e+06  0.0000000000000000e+00
-1.1865941045866460e+06  0.0000000000000000e+00
-1.1865895325241776e+06  0.0000000000000000e+00
-1.1865941045816888e+06  0.0000000000000000e+00
-1.1865983385971326e+06  0.0000000000000000e+00
-9.5175423890170676e+05  0.0000000000000000e+00
-9.5175776112848660e+05  0.0000000000000000e+00
-9.5175775965395255e+05  0.0000000000000000e+00
-9.5176145096934412e+05  0.0000000000000000e+00
-9.4865730829396495e+05  0.0000000000000000e+00
-9.4866037198042916e+05  0.0000000000000000e+00
-9.4865730831833894e+05  0.0000000000000000e+00
-9.4865431724828389e+05  0.0000000000000000e+00
-9.2166618946774187e+05  0.0000000000000000e+00
-9.2165551149261533e+05  0.0000000000000000e+00
-9.2166092643722205e+05  0.0000000000000000e+00
-9.2166092739626591e+05  0.0000000000000000e+00
-9.1762172047531616e+05  0.0000000000000000e+00
-9.1761750577309518e+05  0.0000000000000000e+00
-9.1762172045043483e+05  0.0000000000000000e+00
-9.1762593376254209e+05  0.0000000000000000e+00
-7.5814781331975211e+05  0.0000000000000000e+00
-7.5814455292714003e+05  0.0000000000000000e+00
-7.5814455348320666e+05  0.0000000000000000e+00
-7.5814093394254008e+05  0.0000000000000000e+00
-7.5338129998397385e+05  0.0000000000000000e+00
-7.5337863478557207e+05  0.0000000000000000e+00
-7.5338129997524770e+05  0.0000000000000000e+00
-7.5338386386771256e+05  0.0000000000000000e+00
